tweet_id,source_row,count,hate_speech,offensive_language,neither,class,tweet_text
T0773,12869,3,1,2,0,1,"Lmfao u sloth trinidad james with a relaxer lookin ass bitch""@Flowy_Bri: i hate niggers, imma start talking to white boys."""
T0774,12880,3,0,3,0,1,Load this bitch up with Kool Aid
T0775,12882,3,0,1,2,2,Log off nigger RT @PoloKingBC: #relationshipgoals http://t.co/Ge9koImYGj
T0776,12891,6,1,4,1,1,Lol I never understood retards who use the atm and pay a $2 fee to get $20 and put it in gas so the don't pay the credit price -_-
T0777,12899,3,0,3,0,1,"Lol RT @HURRICANESENSEI: @viaNAWF ""Just need to know what that pussy like so one time is fine with me"""
T0778,12993,3,0,3,0,1,Love'em and hate 'em... &#171;@my_shit_bit Big booty bitches.&#187;
T0779,12994,3,0,3,0,1,"Lovin hoes but thats same bitch we put the pipe in. She suckin dick, thats the same bitch you give goodnight kiss"
T0780,12996,6,0,6,0,1,Lowkey got a Fan of my hoop skills at lbcc aha he my niggah now lol
T0781,13010,3,0,3,0,1,"Macc &amp; Cheese 
Maccin these bitches &amp; Makin my Cheese&#128514;&#128557;&#128514;"
T0782,13038,3,2,1,0,0,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...
T0783,13076,3,0,3,0,1,Mann.. Jada Pickett was a badddddd bitch #Lawd
T0784,13092,6,0,0,6,2,"Mata'i ngeli, alu o polosi ho nifo.."
T0785,13116,3,0,3,0,1,Me &amp; my next bitch gone turn up on the fashion side. &amp; we ain't wearing nun of that designer shit. That shit basic af
T0786,13125,3,0,3,0,1,Me and my nigguh stay doin it
T0787,13177,3,2,1,0,0,Minus all the retarded poor bots.
T0788,13184,3,0,0,3,2,Mitt Romney hates big bird. Fascist.
T0789,13188,6,0,6,0,1,Modern day singers talk about the same shit rappers talk about lol....hoes
T0790,13221,3,0,3,0,1,Moreno be a little bitch. You dumb bitch.
T0791,13246,3,0,3,0,1,Murda mook #rip to that shit
T0792,13297,3,1,2,0,1,My bitch cold not average you couldn't fuck my last bitch
T0793,13301,3,0,3,0,1,My bitch get on my nerves
T0794,13309,3,0,3,0,1,"My bitch work for chic fil and she says this is not real b ""@Dory: RT TO SAVE A LIFE http://t.co/5d42kQVo50"""
T0795,13334,3,0,3,0,1,"My dad just said ""Karl was always the biggest pussy of all 3 of the kids, I'm sorry Karl, but... You're just a pussy"" I love my dad LMFAO"
T0796,13364,3,1,2,0,1,My hair is one of a kind so dont ever fix your mouth to say our hair is alike cause guess what hoe IT AINT.
T0797,13412,3,1,0,2,2,My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults
T0798,13422,3,1,2,0,1,My niccas was too Real fa these Streets #RIP Ike #Free Nwax http://t.co/0a2dy3vZkm
T0799,13436,3,0,3,0,1,My nigga so stiff but his bitch even stiffer &#128175;&#128107;&#128143;&#128074;.... Me that is &#128175;
T0800,13464,6,1,5,0,1,My sex game better than yo ex niggah
T0801,13470,3,0,3,0,1,My sister is such a bitch to me when she don't get her way
T0802,13481,3,0,3,0,1,My teacher talm bout she would make every senior go to da army fa 2yrs &#128530; bitch please meat ainnn doin uh damn thang
T0803,13490,3,1,2,0,1,N dat bitch sound like a man if dats ya grandma fucc yu too
T0804,13494,3,0,0,3,2,"NBA, handle your zebras."
T0805,13498,3,1,2,0,1,NEWS FLASH: Obama won the election and increase their numbers in congress. Stop with the bullshit already and compromise bitches!
T0806,13499,3,0,1,2,2,NFC South is trash juice
T0807,13511,3,0,3,0,1,"Nah fuck em bitter heat bitches ""@YeIIowbang: Funny seeing heat and bulls fans get along lol"""
T0808,13523,3,0,3,0,1,Nannie bitch don't talk to that hoe with ha extra bs ass @lilmenifee__ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039;&#128175;&#128079;&#128581;&#128078;
T0809,13540,3,0,3,0,1,Need some Hispanic pussy
T0810,13561,3,0,0,3,2,"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?"
T0811,13562,3,0,0,3,2,Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1
T0812,13577,3,0,3,0,1,New boss said my buttons on my shirt can't be white. So I colored them hoes with a sharpie &#128514; glossy
T0813,13582,3,0,3,0,1,"New strategy to get bitches:

Be Bruno Mars"
T0814,13587,3,2,1,0,0,Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4
T0815,13604,3,0,3,0,1,Nigga I fire this nina like it's the first day in the job and the bitch over slept.
T0816,13629,3,1,2,0,1,"Nigga, this bitch is scaring me. Pass me the blunt &#128514;&#128514;"
T0817,13636,3,2,1,0,0,Niggas actin like hoes most of em bitches
T0818,13637,3,1,2,0,1,Niggas ain't loyal gott bitches stiffer than you
T0819,13652,6,1,5,0,1,Niggas be wanting bitches with money ..but be broke as dirt &#128514;&#128514;&#128514;&#128078;&#128078;&#128078;&#9996;&#65039;
T0820,13655,3,0,3,0,1,Niggas cry when they get hit high and cry when they get hit low. NFL full of pussies now
T0821,13670,3,0,3,0,1,Niggas put on wigs and act like bitches for retweets &#128530;that shit fu
T0822,13674,3,2,1,0,0,Niggas sleepin with bitches grandmas??? Lmfao maury fake af
T0823,13704,3,0,1,2,2,Nipple banana monkey!
T0824,13712,4,3,1,0,0,"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so."
T0825,13715,3,0,3,0,1,No less than 3 bad bitches in my bed at a time...
T0826,13718,3,0,3,0,1,No more hoes n oz
T0827,13744,3,2,1,0,0,"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;"
T0828,13772,3,1,2,0,1,Not eating pussy is un-American.
T0829,13773,3,0,3,0,1,Not even 20 and I've already smoked out 2 countries bitch. I do what the fuck I want.
T0830,13793,3,0,0,3,2,"Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing.
#TidyTerrorist

http://t.co/sb3U1XpeG4"
T0831,13807,3,0,0,3,2,Now I'm listening to lil spook getting the good kinda sad Imma be single this fall I know you'll getting annoyed with me on your TL but aye
T0832,13809,3,1,2,0,1,Now a days niqqas would rather be real wit a niqqa or bitch they wanna fuck wit rather than they day one niqqa smfh our generation is fallin
T0833,13826,3,0,3,0,1,Now when I put this pussy on Vivian she bet not be playing &#128514;&#128557;&#128527;
T0834,13828,3,0,0,3,2,"Now, the Jihadi networks waking up &amp; claiming #Raqqa radio &#8220;confirmed&#8221; two planes shot down &amp; 1 pilot captured. #ISIS #Syria"
T0835,13862,3,0,3,0,1,"Offensively, Joe Johnson just as good as LeBron. If not better. Don't @ me pussies"
T0836,13869,3,0,3,0,1,Oh bitch you lurkin !? Well bitch I'm TWERKIN &#128514;&#128588;
T0837,13877,3,0,0,3,2,Oh my. There was an Oreo baked into that chocolate chip cookie. #surprise
T0838,13896,3,0,3,0,1,"Oh, no. Not Whitney! It can't b true! &gt;sob, sob, weep, sob&lt; Oh, the crack industry has lost their champion! #RIPWhitney, ya dumb bitch."
T0839,13903,3,0,0,3,2,Ok so not all the shows on Cartoon Network are complete trash. Stevm Universe is awwwwwesomeeeeee
T0840,13926,3,0,2,1,1,Ole girl really told me she doesn't care if her boyfriend has hoes. This is what's wrong with our generation.
T0841,13946,3,2,1,0,0,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*
T0842,13949,3,0,0,3,2,"Omoide Yokocho : Shinjuku, Tokyo, Japan / Jap&#243;n by Lost in Japan, by Miguel Mich&#225;n http://t.co/7J2uXi5501"
T0843,13950,3,0,3,0,1,On GC I l8v3 dis bitch http://t.co/DmxSOT02Qg
T0844,13982,3,0,0,3,2,One of the world's most prominent Jihadi forums just got shut down &#8594; http://t.co/9vafK90DOU
T0845,14072,3,1,0,2,2,Our female guinea pig is pregnant &#127882;&#127881;&#127873;&#128525;&#128525;&#128525;
T0846,14094,3,0,3,0,1,Pappadeaux bread with the scampi butter RT @_ChickenGeorge Her pussy tastes like? http://t.co/QFqYC7G7px
T0847,14120,3,0,3,0,1,People are such bitches!!! Complaining over stupid things!
T0848,14129,3,0,3,0,1,"People love to touch my hair ""ooo is this real?"" Yes bitch is yours?"
T0849,14130,3,3,0,0,0,People on this site are fucking retarded sometimes
T0850,14142,3,2,0,1,0,People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.
T0851,14147,6,1,2,3,2,"Perhaps Ezra Miller is the first crack toward changing that, regardless of whether he identifies as queer over gay."
T0852,14167,3,0,3,0,1,Photo: Me and my bitch http://t.co/0jeLcx0nKU
T0853,14200,3,3,0,0,0,"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania."
T0854,14201,3,1,2,0,1,Playing with my money is like playing with my emotions niggas don't believe I guess we going to find out then hoe ass niggas
T0855,14208,3,0,3,0,1,"Plot twist, bitch"
T0856,14223,3,0,3,0,1,Poppy give me discou.. bitch i get it for the lowwwww!!!
T0857,14238,3,1,2,0,1,Precisely RT @BrandNewAndrew: &#8220;@Harold: Soon as y'all break up is when she starts doing the shit she swore she'd never do&#8221; like being a hoe
T0858,14272,3,0,3,0,1,Pumpkin spice Marlboro's for da hoes
T0859,14279,3,1,2,0,1,"Pussy ass hoe niggas, I can't fuck wit y'all"
T0860,14290,3,0,3,0,1,Put her in her place cause pussies don't get pussy..
T0861,14323,3,1,2,0,1,"RT @07Cannon: ""Fuck you mean Macklemore trash nigger?"" http://t.co/NXPjPrhsbu"
T0862,14361,3,0,3,0,1,RT @3Much4TheseHoez: RT @iDntWearCondoms: If I DM u don't announce it to the timeline bitch I'm tryna fuck on the low
T0863,14373,3,0,0,3,2,RT @490xl: why get attached to people when you can jump in a trash can and feel the same way
T0864,14385,3,0,3,0,1,"RT @6THGRADER: It doesn't matter who I make out with in ""Spin the Bottle"" because I only invite the hottest bitches to play. #ladykiller"
T0865,14404,3,0,0,3,2,"RT @AChosenWord: Of rain showers
&amp; weepy fog
of soft light
&amp; cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel&#8230;"
T0866,14412,9,2,7,0,1,"RT @AIanHangover: Be smart because you won't be pretty forever, bitch."
T0867,14433,3,0,3,0,1,RT @ATypicalFemaIe: when a bitch gets smart and I look too cute to be ratchet http://t.co/OoTtkUxKRA
T0868,14444,3,0,3,0,1,RT @AbbeyGoldd: Fuck Joo musts broke this niggas heart stealin his bitch if he that hurt with her &#128514;&#128514;&#128079;
T0869,14450,3,0,0,3,2,RT @AdamSchein: I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @SNYtv
T0870,14458,3,0,3,0,1,"RT @AdoreeLenaa: ""@_KudaBrazyy: Hella bored doing laundry like a bitch""&#128514;&#128514;&#128514; I sincerely hate your soul !"
T0871,14464,3,0,0,3,2,RT @AidanGee1: How I feel playing flappy bird http://t.co/w3PrpiAhZQ
T0872,14481,3,2,0,1,0,RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.
T0873,14496,3,0,3,0,1,"RT @AlmightyVinny_: ""I'm a soft more""&#128514;&#128514;&#128557; hoes dumb man"
T0874,14519,3,0,3,0,1,RT @AnAbsurdBird: I just realised my library books are overdue if anyone's looking for a bad bitch
T0875,14532,3,0,3,0,1,RT @AngelHaze: bye bitch. im blocking u RT @onikallah: @AngelHaze i drew you &#128158; http://t.co/60HiEbFWic
T0876,14554,6,1,0,5,2,"RT @ArcticFox2016: 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids http://t.co/VnR60MjFo6"
T0877,14567,3,0,3,0,1,RT @AshlynnFullmer: This is my beach bitch @tonydecola http://t.co/uEqoEylafP
T0878,14575,3,2,1,0,0,RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.
T0879,14595,3,0,2,1,1,RT @AyyyeThatsChubb: Mama said no pussy cats inside my dog house
T0880,14643,3,0,2,1,1,RT @BamberDelver: Lees hoe een gepeste jongen zich probeert te verdedigen. Ingezonden brief Volkskrant. #pesten @AcademieMm http://t.co/aoD&#8230;
T0881,14683,3,0,3,0,1,"RT @BeautysRaj: ""Ariana is probably the next Beyonce"" bitch if you don't back the fuck up http://t.co/g6XGmAqk52"
T0882,14711,3,0,1,2,2,"RT @BiertempfelTrib: One more from @JimBowdenESPNxm: ""Yankees wouldn't be letting Polanco sit in minor leagues, because they're all about w&#8230;"
T0883,14724,3,0,3,0,1,RT @BigSean: Suck my dick bitch RT @MaizeNBlue23: @bigsean not only are you terrible. You are why hip hop is dead
T0884,14747,3,0,3,0,1,RT @BittyTang: &#8220;@Weed_Cloudz: Us calling females hoes for dressing as bunnies and cats for Halloween didn't discourage them one bit...lol&#8221;G&#8230;
T0885,14752,6,1,5,0,1,"RT @BlackNerdJade: #rapeyass RT @FireinFreetown: Uh..not rape her, bitch nigga? RT @latry: You see her passed out drunk, what do you do? ht&#8230;"
T0886,14763,3,0,3,0,1,RT @BlazeTheGreat_: I hate when niggas get mad cuz you fucked they girl when really he should be happy you showed him that bitch unloyal
T0887,14776,3,0,3,0,1,RT @BmorePocahontas: Asking his kids if they brought an apple for the teacher &#128514;&#128514;&#128514; he's such a queer
T0888,14786,6,1,5,0,1,"RT @Bombfantasyyy: If you aint fucking me , feeding me , or supporting me YOUR OPINION is irrelevant bitch."
T0889,14828,3,0,1,2,2,RT @BriannaLovesA: I'm so sick head colds suuuck. And on top of that @justusabbott had to challange me to a beer chug &#128567;&#128567;
T0890,14838,3,0,3,0,1,RT @BrodyBolerjack: @Tonyjohns000 johns.... be honest.... you got hoes in different area codes
T0891,14847,3,0,3,0,1,"RT @BrosConfessions: ""People congratulate on losing weight for my health, but in reality I lost all the weight so I could fuck hot bitches""&#8230;"
T0892,14848,3,0,3,0,1,"RT @BrosConfessions: ""Unlike a lot of these bros, I actually care about my girl and I love her. It's not called being a pussy, it's called &#8230;"
T0893,14869,3,0,3,0,1,RT @Bubzayy: Just this one eye can take your bitch http://t.co/x1r34fMeAE
T0894,14879,3,0,3,0,1,RT @Bucky_Montana: If this was high school ER body catch A's hoe lmao &#128557;&#128514;&#128514;&#128514; http://t.co/bPfz7sl2mp
T0895,14900,3,0,2,1,1,"RT @CHlLDHOODRUINER: ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" http://t.co/GfOHPUTVhP"
T0896,14927,3,0,3,0,1,RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039; my bad bitch im logged in on everybody shit&#8221;hell yeaa me too seen tiff just tweet f&#8230;
T0897,14929,6,0,6,0,1,RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ wussup bitch&#8221;nun finna take it in
T0898,14965,3,0,3,0,1,RT @CauseWereGuys: If these 3 drop a song together bitches will never run out of quotes http://t.co/wITDIIgcye
T0899,14967,3,0,3,0,1,"RT @CauseWereGuys: It's bros before hoes, not bros before your girlfriend. If you find a good girl, she needs to be put above everything. T&#8230;"
T0900,14994,3,0,3,0,1,"RT @ChadRuhlig: ""Suicide Girl Hopeful"" how about getting a job hopeful, or going to school hopeful you silly bitches!"
T0901,15017,3,1,2,0,1,RT @Chello_Sosa: These niggas in gangs jus be tryna fit in or jus be tryna get somebody to ride fa em or wit most of u niggas bitches
T0902,15034,3,0,0,3,2,RT @ChildishGarbino: Part of my cousin Danny's Yankee Swap. Pretty hilarious. Very clever. And very Danny. @danvii http://t.co/FKdEYzqT
T0903,15040,3,0,2,1,1,RT @ChippewaSkylark: i love when celeb nudes leak and all the girls with trash bodies try and critique them
T0904,15061,3,2,1,0,0,RT @ClassicBray: Lmaoo RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3
T0905,15075,3,0,3,0,1,RT @ClintSwiftness: &#8220;@GodHimseIf: Is that fire works &#128165; or pussy poppin&#8221; @00sexilexi00 nigga wtf sounds like something you'd say
T0906,15078,3,0,3,0,1,RT @CloudProjection: Females are more thirsty for attention than males are for pussy.
T0907,15109,3,0,3,0,1,"RT @ComedyPosts: When you make a joke and someone you hate laughs and you're thinking: ""No bitch you aren't allowed to laugh""."
T0908,15115,3,0,1,2,2,RT @Comp10Tx: Rihanna really is trash
T0909,15138,3,0,3,0,1,"RT @CourtneyyKay: Cruising down the street in my 64, jockin the bitches, slappin the hoes"
T0910,15154,3,0,3,0,1,"RT @CrittaMo: I'm getting tired of these same ol no hope broke bitches! No job, all they wanna do is twerk and smoke Swishers"
T0911,15180,3,0,3,0,1,RT @CurrenSy_Spitta: All that high fashion leather gear u wearin to impress a bitch..I got at her wit a dickie shirt and some Adidas slides&#8230;
T0912,15200,6,0,6,0,1,"RT @D0PESHIT0NLY: Bitches be having
No job
No future
No education
&amp; have the nerve to say ""all these niggas want is pussy""
Bitch cause that&#8230;"
T0913,15227,9,0,9,0,1,RT @DJZeeti: i couldnt host 106 and park .. i'd fuck too many young bitches
T0914,15245,3,0,0,3,2,RT @DaCoolestLame: Yo BCU band made UCF band look like trash
T0915,15265,3,0,0,3,2,RT @Dalilaaaaaa__: Flappy birds cheat codes http://t.co/nu6GjYQDJJ
T0916,15266,3,0,1,2,2,RT @DameStr8Cash: @JaeTips I know that's trash
T0917,15281,3,0,3,0,1,RT @Dan_OSU_Hashtag: You ever look at a bitch and just be like... Bitch
T0918,15300,3,0,3,0,1,"RT @DatDudeTorey: Aw damn, Haven't hug a bitch in a while."
T0919,15301,6,0,6,0,1,RT @DatNigPriest: @1BookieG not all of us my nig! I'm light skin with a dark skin mentality lol. We all black
T0920,15303,3,0,3,0,1,RT @Dathighyellaguy: Dem hoes who swear their pussy priceless but u sell ass all day &#128533;
T0921,15307,3,0,3,0,1,RT @DawnGoodspeed: Honestly I kind of get offended when people ask me if my eyelashes are fake. Fake eyelashes aren't this long bitches. &#9995;&#128129;
T0922,15316,3,0,1,2,2,RT @Deadspin: Colombia supporter reminds us the double bird is a universal language http://t.co/JeUT1IsQ1f
T0923,15336,3,0,3,0,1,RT @Derekisom: Making this first day my bitch
T0924,15367,3,0,3,0,1,RT @DjXvX: Karma is a bitch .... &#128524;
T0925,15399,4,0,4,0,1,RT @DragonflyJonez: His jeans bluer denabitch. Dont let him lie to you. He's SICK RT @YolieTheJew how you know the pussy was't overrated ht&#8230;
T0926,15400,3,0,3,0,1,RT @DragonflyJonez: I never knew it was possible to look like you were about to buy some pussy and still look cool while doing it until tha&#8230;
T0927,15417,3,0,3,0,1,RT @DrugsForSteph: A loyal girl really truly does come with a smart mouth and arguments. Only a hoe will let you do as you please cause she&#8230;
T0928,15419,3,0,3,0,1,RT @DrummerKid0328: @WB_Pooh_3x that fat bitch ruined everything &#128514;&#128514; fuck it though I was super burnt
T0929,15426,3,0,3,0,1,"RT @Drvglordkush: *Hits Blunt* 

If cats are afraid of water, why does pussy get wet?' http://t.co/XffUo73q3a"
T0930,15479,3,0,0,3,2,RT @ErikaWCVB: @marthacoakley called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb
T0931,15480,3,0,3,0,1,RT @Erikaj00: &#8220;@Treslyon: &#8220;@Erikaj00: I saw a girl scratch her private today.. What that mean?&#8221; Don't fuck her right in the pussy&#8221; lmaoooo
T0932,15488,3,0,3,0,1,RT @Estellleeee: Lol bitches act hard when they stay getting they ass beat &#128514;&#128557;&#128514;
T0933,15505,3,0,3,0,1,RT @FREDOSANTANA300: I smashed her an dat pussy was wet &#128591;
T0934,15514,3,0,3,0,1,RT @Faceyspace: *pours out 40 for the bitches that do hair and makeup every single day*
T0935,15521,3,0,0,3,2,RT @FallonTonight: Jimmy and @BillyJoel's two-man doo-wop performance just went live on YouTube! https://t.co/NGzhImyvSF #FallonTonight htt&#8230;
T0936,15544,3,0,3,0,1,RT @FenkellPayroll: Ppl quick 2 bitch about what somebody ain't did for em when 9 times outta 10 they ain't did shit for that person
T0937,15573,3,0,0,3,2,RT @FoodPornsx: Oreo Drumstick! http://t.co/AcN8J59r6b
T0938,15604,3,0,3,0,1,RT @FriendlyAssh0le: Hoes will be hoes.
T0939,15607,3,0,3,0,1,"RT @FriendlyAssh0le: If I had $400 and my girl had $0, I would have $400 &amp; be single bc I dnt fuck with broke bitches. get your money up."
T0940,15623,3,0,3,0,1,RT @FuckHisTattoos: Niggas! Stop giving these hoes Attention! How About retweeting True beauty instead of retweeting these half naked MF.
T0941,15629,3,3,0,0,0,RT @Fucking_Garza: I wanna sleep but I'm outside with this nigger lol trying to hang him
T0942,15634,3,0,3,0,1,RT @FunkyDineva: I have not watched part 2 of the reunion. I'm so over them hoes. I don't even care
T0943,15644,6,0,6,0,1,RT @FunnyPicsDepot: Lmfao bitch got my phone https://t.co/alUNWj9SCk
T0944,15675,3,0,0,3,2,"RT @GOPBlackChick: The racists are @msnbc and its crew of anchors. Not ""right wing "" folks. @MHarrisPerry mocks mixed GOP kids.
http://t.co&#8230;"
T0945,15694,3,0,3,0,1,"RT @Gawker: Congressman's office admits ""Hell yeah Benihana up in this bitch"" tweet was a mistake. http://t.co/LTzwuJC0Vs"
T0946,15697,3,0,3,0,1,RT @GeeZzzus: Don't no woman want a man that acts like a bitch
T0947,15702,3,0,3,0,1,RT @GetEmKee_iGotEm: hoes? I got several? they 10's or better &#128076;
T0948,15703,3,0,3,0,1,RT @GetRKOd: Have a seat drunk bitch #RKO https://t.co/6XpNyr1Jbn
T0949,15714,6,0,6,0,1,RT @Giselle_Horan13: @1D_NIPPLES_ you slay that bitch
T0950,15726,3,0,3,0,1,RT @Gook____: Lil stupid ass bitch I don't fuck with YOU!!&#128564;
T0951,15727,3,0,3,0,1,"RT @Goons_TXT: Also, just because you suck dick, doesn't mean you have to act like a faggot."
T0952,15757,3,0,3,0,1,RT @Guwopp1017: Bullying doesn't exist.....BITCH ASS PEOPLE EXIST! If you don't stand the fuck up for yourself &amp; stop being a pussy!
T0953,15769,3,0,1,2,2,RT @HBCUfessions: I guess my confessions trash because none of them got posted- FAMU
T0954,15778,3,1,2,0,1,"RT @HENNERGIZED: &#128557;&#128557;&#128557;&#8220;@StopBeingSober: Yall say ""Why you dating lil girls"" like mature hoes just on a rampage outside.&#8221;"
T0955,15796,3,0,3,0,1,RT @HaloTGMG: @1stName_Bravo we all know this nigga a bitch.... niggas got nerve on twitter.
T0956,15808,3,1,2,0,1,RT @HawkinsUSA: Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;
T0957,15821,3,1,2,0,1,"RT @Heissarcastic: If my tweets offend you:

1. stop being a sensitive pussy
2. Fuck your feelings"
T0958,15847,3,0,0,3,2,RT @HighSchoolSuckz: i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho&#8230;
T0959,15867,3,0,0,3,2,RT @Hobson_2: That's for the birds.
T0960,15876,3,0,2,1,1,"RT @Hollywoood_ty: RT &#8220;@Hotphillyboi: Lawd Jesus, this can't be real&#128514; http://t.co/zcjlHvSHOZ&#8221;shit to ghetto to be real lol"
T0961,15884,3,0,3,0,1,"RT @HoodBibIe: ""Thou shall have no type: bad bitches is thee only thing thou shall like"" - HerAssFat 6:15"
T0962,15900,3,0,3,0,1,RT @HtOwNzOuTLaW713: Keshawn Martin is soooooooooo fucking trash!!!
T0963,15903,3,0,3,0,1,"RT @HugMakeEm: I love a bad bitch with a attitude, idk why but a cutie that's a savage is sexy as fuck"
T0964,15959,3,0,3,0,1,RT @IamTysonBettis: When u love her none of them hoes matter..
T0965,15997,3,1,2,0,1,RT @ImNeverChillin: pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga wi&#8230;
T0966,16018,3,0,0,3,2,RT @InduZtriouZ_Neo: I am a strong believer that birds of a feather flock together
T0967,16098,3,0,3,0,1,"RT @JadedByPolitics: @Coondawg68 @velvethammer so damn stupid, someone needs to sit that bitch down &amp; explain to her that #Communism is a p&#8230;"
T0968,16101,3,0,3,0,1,RT @JafricanFlow: This is so stupid &#128514; RT @WestSideFlee: How you gone wife a bitch that let niggas lick on her head in public?
T0969,16129,9,4,5,0,1,RT @Jawdan__: You're a faggot if you ever had the Kim Possible BBM notification
T0970,16134,3,0,3,0,1,RT @JayIIuminati: Nothing will stop a hoe from going to the club. http://t.co/UciCSx5Vus
T0971,16138,3,0,3,0,1,RT @JayUcci_: &#128514; mfz in this bitch sellin chicken wings &amp; fries
T0972,16148,3,1,2,0,1,RT @Jayy_Gee96: Dumb bitches
T0973,16150,3,0,3,0,1,RT @Jazsmin__: You always ugly to a bitch that don't like you&#128564;
T0974,16167,3,0,3,0,1,"RT @JeromeSantonio: I don't care how much I hate a girl, I'll never call her a hoe, bitch, slut or any of that shit lol"
T0975,16172,3,0,3,0,1,RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;
T0976,16191,3,0,3,0,1,RT @JoeBudden: Chillin w a couple of hoes that like hoes that like niggas that don&#8217;t act like hoes.
T0977,16193,3,0,3,0,1,RT @JoeBudden: I only be looking like I&#8217;m fucking bitches&#8230; I don&#8217;t tho
T0978,16199,3,0,3,0,1,"RT @JoeBudden: My definition of ""bad bitch"" has changed drastically over the years."
T0979,16201,3,1,2,0,1,"RT @JoeBudden: Ok, I gotta cut this Carl Thomas album off b4 I call my ex &amp; say fuck u u ruthless bitch. Lol"
T0980,16206,3,0,3,0,1,RT @JoeBudden: The dating scene so wack out here dog&#8230; shit super trash.
T0981,16212,3,1,2,0,1,"RT @JoeCool_TVC: You can't be a hoe saying that another girls a hoe. Your both hoes, it cancels each other out."
T0982,16240,4,0,4,0,1,"RT @JstKeepScrollin: Me fixing my car :10,000
The fade this hoe gone catch : Pricless http://t.co/qMU2um1nC3"
T0983,16241,3,1,2,0,1,RT @JuanNDaCut: Explaining to a girl how u don't have hoes http://t.co/eY7lmc5i2W
T0984,16243,6,1,1,4,2,RT @JuanNDaCut: When twitter rappers dm me their trash links http://t.co/yck16ZiNZZ
T0985,16265,3,0,3,0,1,RT @JustLeShay: &#8220;@TheKaosYatti: @JustLeShay Who said you was cute&#128035;&#8221; byeeee mad bitch! &#128530; come visit me
T0986,16299,6,0,6,0,1,RT @KINGTUNCHI_: These bitches play both sides but get left in the middle!
T0987,16319,6,0,6,0,1,RT @KanyeFaaces: when you let go of all your hoes for one girl but she end up bein a hoe too http://t.co/kn1yKRw4J4
T0988,16340,3,1,2,0,1,RT @KeOs_GunnPlay: U can kill carl but not my nigga glenn whos gonna take care of my hoe maggie
T0989,16366,3,0,3,0,1,RT @KeyshBeChillin Have you bitches done your Kegals today?
T0990,16410,3,0,3,0,1,RT @KingHorseDick: Nowadays if u have a threesome with these new generation bitches.. that one hoe gonna go tell everybody she fucked both &#8230;
T0991,16416,3,0,3,0,1,"RT @KingRyin: RIP Robin Williams, I'm gonna fuck the baddest bitch tonight for you bruh"
T0992,16418,3,0,3,0,1,"RT @KingTeej_: Thats when you say ""this bitch aint got no job"" #mlrt"
T0993,16430,3,0,3,0,1,"RT @Kiss_MyBeautyy: I'd rather argue &amp; make up &#128536; then fight &#128074;&#128165;&#128162; &amp; break up , &#127939;&#128131;&#9996;&#65039;cause &#128166; thirsty bitches &#128111; love to see happy &#128522;&#127969; homes FUC&#8230;"
T0994,16452,3,0,3,0,1,"RT @KushDahGodd: Five things I'll never give a bitch&#9757;&#65039;

1:My Heart
2:My Weed
3:My Money
4:My Twitter
5:My Netflix password
&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;"
T0995,16459,3,2,1,0,0,"RT @KxRxSxB: We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches"
